University ID,University Name,Official Website,Email (Inquiry),Phone Number,Address,Country,State,City,Zip Code,Latitude,Longitude,Campus Type,Established,Programs Offered -Undergraduate,duration of undergraduation course,Programs Offered-Postgraduate,duration of postgraduation course,Programs Offered -PhD,duration of phd course,Programs Offered-Diploma,duration of diploma course,Programs Offered Online courses,duration of online course,Popular Courses,Admission Req,CGPA,IELTS,SAT/GRE/GMAT,Deadline (Sem 1),Academic Calendar,Medium,Tuition Fee (Annual),Living Cost (Annual),Total Estimated Cost,Scholarships,Intl Services,Accommodation,Airport Pickup,Pre-arrival,Documents Required,Image URL,Program Level,Course
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Undergraduate,Bachelor of Nursing
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Undergraduate,Bachelor of Engineering (Honours)
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Undergraduate,Bachelor of Computer Science
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Undergraduate,Bachelor of Business
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Undergraduate,Bachelor of Arts
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Undergraduate,Bachelor of Science
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Undergraduate,Bachelor of Education
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Postgraduate,Master of Business Administration (MBA)
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Postgraduate,Master of Data Science
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Postgraduate,Master of Cybersecurity
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Postgraduate,Master of Public Health
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Postgraduate,Master of Professional Accounting
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Postgraduate,Master of Information Technology
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Postgraduate,Master of Engineering
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,Postgraduate,Master of Education
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,PhD,Doctor of Philosophy (PhD) in Science
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,PhD,Health
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,PhD,Engineering
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,PhD,Arts
00279B,Edith Cowan University (ECU),https://www.ecu.edu.au,international.enquiries@ecu.edu.au,+61 8 6304 0000,270 Joondalup Dr,Australia,Western Australia,Perth,6027,-31.751,115.768,Urban,1991,"Bachelor of Cybersecurity, Bachelor of Performing Arts, Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Education",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education",1.5-2 Years,"Doctor of Philosophy (PhD) in Science, Health, Engineering, Arts, Education, Business, IT, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Engineering",1 Year,"MBA (Online), Master of Cybersecurity (Online), Master of Education (Online), Bachelor of IT (Online)",0.5-3 Years,"Cybersecurity, Performing Arts, Nursing",High School Certificate / Bachelor Degree,2.6/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,33000 AUD,21041 AUD,54041 AUD,ECU International Merit Scholarship,ECU International Support,On-campus Village,Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/c/ce/Edith_Cowan_University_Joondalup.jpg,PhD,Education
